seqnum,i_wh_id,i_colnam,i_mask,i_sts_stoloc_set,i_sts_lodnum_set,i_sts_lodnum_add,i_sts_exception_set,i_sts_exception,i_sts_gp,i_sts_gp_mb,i_sts_gp_fwi,i_sts_invtyp,i_sts_photo_miss,i_sts_prtfam,i_sts_vg_ais,i_sts_vg_kweker,i_sts_vg_diff,i_sts_asset_typ,i_stoloc_exploc,i_stoloc_rcvloc_new,i_stoloc_rcvloc_add,i_stoloc_rexcploc,i_invmix_train,i_invmix_lpn,i_inv_attr_str17,i_stoloc_on_dc,i_lodnum_on_dc,i_identifier_on_dc,i_have_confirmation,use_location,add_to_lodnum,start_scan,add_scan,new_train,allocate_location,auto_deposit,clear_pre,finish_scan,finish_asset_typ,clear_post,show_error,show_message,show_confirmation,show_parms,open_rf_frm,open_rf_frm_parms_cmd,description
802,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","0","%","%","%","1","%","1","%","%","%","%","%","PPQA","%","%","%","dlgGQPlantPassport=Y",0,0,0,0,0,0,0,"",0,"","","","","dlgQualityInspection[Y]","","","","GFF-CFG-069 (IFT-1755) Quality indication at inbound"
803,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","0","%","%","%","1","%","1","%","%","%","%","%","PPQA","%","%","%","dlgGQPlantPassport=Y,dlgQualityInspection=Y",0,0,0,0,0,0,0,"",0,"","","errVeilgroepDiff","","","dc_vg_kweker,dc_vg_ais","","","GFF-CFG-069 (IFT-1755) Quality indication at inbound"
805,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","0","%","%","%","1","%","1","%","%","%","%","%","QA","%","%","%","dlgQualityInspection=Y",0,0,0,0,0,0,0,"",0,"","","errVeilgroepDiff","","","dc_vg_kweker,dc_vg_ais","","","GFF-CFG-069 (IFT-1755) Quality indication at inbound"
810,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","0","%","1","%","%","%","%","%","PP","%","%","%","dlgGQPlantPassport=Y",0,0,0,0,0,0,0,"",0,"","","","","dlgSortValdtErr[Y|N]","invmix_train_diff_list","","","GAI-CHK-001 - Check on Plant Passport."
813,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","0","%","1","%","%","%","%","%","PPQA","%","%","%","dlgGQPlantPassport=Y,dlgQualityInspection=Y",0,0,0,0,0,0,0,"",0,"","","","","dlgSortValdtErr[Y|N]","invmix_train_diff_list","","","GFF-CFG-069 (IFT-1755) Quality indication at inbound"
815,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","0","%","1","%","%","%","%","%","QA","%","%","%","dlgQualityInspection=Y",0,0,0,0,0,0,0,"",0,"","","","","dlgSortValdtErr[Y|N]","invmix_train_diff_list","","","GFF-CFG-069 (IFT-1755) Quality indication at inbound"
820,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","%","PP","%","%","%","dlgGQPlantPassport=Y,dlgSortValdtErr=Y",0,0,0,0,0,0,0,"process usr rf exception where lodnum=@lodnum and acttyp='L' and prc_hldpfx=@wh_id and prc_hldnum='LOT.SORT' and prc_reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ=@dc_asset_typ and nottxt=''",0,"","","","stsSortValdtAddTrain","","","","","GAI-CHK-001 - Check on Plant Passport."
823,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","%","PPQA","%","%","%","dlgGQPlantPassport=Y,dlgQualityInspection=Y,dlgSortValdtErr=Y",0,0,0,0,0,0,0,"process usr rf exception where lodnum=@lodnum and acttyp='L' and prc_hldpfx=@wh_id and prc_hldnum='LOT.SORT' and prc_reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ=@dc_asset_typ and nottxt=''",0,"","","","stsSortValdtAddTrain","","","","","GFF-CFG-069 (IFT-1755) Quality indication at inbound"
825,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","%","QA","%","%","%","dlgQualityInspection=Y,dlgSortValdtErr=Y",0,0,0,0,0,0,0,"process usr rf exception where lodnum=@lodnum and acttyp='L' and prc_hldpfx=@wh_id and prc_hldnum='LOT.SORT' and prc_reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ=@dc_asset_typ and nottxt=''",0,"","","","stsSortValdtAddTrain","","","","","GFF-CFG-069 (IFT-1755) Quality indication at inbound"
830,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","%","PP","%","%","%","dlgGQPlantPassport=Y,dlgSortValdtErr=N",0,0,0,0,1,0,0,"process usr rf exception where lodnum=@lodnum and acttyp='L' and prc_hldpfx=@wh_id and prc_hldnum='LOT.SORT' and prc_reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ=@dc_asset_typ and nottxt=''",0,"","","","stsSortValdtNewTrain","","","","","GAI-CHK-001 - Check on Plant Passport."
833,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","%","PPQA","%","%","%","dlgGQPlantPassport=Y,dlgQualityInspection=Y,dlgSortValdtErr=N",0,0,0,0,1,0,0,"process usr rf exception where lodnum=@lodnum and acttyp='L' and prc_hldpfx=@wh_id and prc_hldnum='LOT.SORT' and prc_reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ=@dc_asset_typ and nottxt=''",0,"","","","stsSortValdtNewTrain","","","","","GFF-CFG-069 (IFT-1755) Quality indication at inbound"
835,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","%","QA","%","%","%","dlgQualityInspection=Y,dlgSortValdtErr=N",0,0,0,0,1,0,0,"process usr rf exception where lodnum=@lodnum and acttyp='L' and prc_hldpfx=@wh_id and prc_hldnum='LOT.SORT' and prc_reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ=@dc_asset_typ and nottxt=''",0,"","","","stsSortValdtNewTrain","","","","","GFF-CFG-069 (IFT-1755) Quality indication at inbound"
840,"----","inv_attr_str8","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","1","%","%","%","%","%","",0,0,1,1,1,0,0,"process usr rf exception where lodnum=@lodnum and acttyp='L' and prc_hldpfx=@wh_id and prc_hldnum='LOT.SORT' and prc_reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ=@dc_asset_typ and nottxt=''",0,"","","stsInvmixTrainReq","","","invmix_train_diff_list","","","803579 - Required train mixing rules not matching."
850,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","1","%","%","%","1","%","1","%","%","%","%","%","PP","%","%","%","dlgGQPlantPassport=Y",0,0,0,0,0,0,0,"",0,"","","","","","","","","GAI-CHK-001 - Check on Plant Passport."
853,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","1","%","%","%","1","%","1","%","%","%","%","%","PPQA","%","%","%","dlgGQPlantPassport=Y,dlgQualityInspection=Y",0,0,0,0,0,0,0,"",0,"","","","","","","","","GFF-CFG-069 (IFT-1755) Quality indication at inbound"
855,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","1","%","%","%","1","%","1","%","%","%","%","%","QA","%","%","%","dlgQualityInspection=Y",0,0,0,0,0,0,0,"",0,"","","","","","","","","GFF-CFG-069 (IFT-1755) Quality indication at inbound"
860,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","0","%","%","%","%","%","%","%","0","%","",0,0,0,0,0,0,0,"",0,"","","","stsPabAlreadyReceived","","","","",""
870,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","1","%","1","%","%","%","0","%","%","%","0","%","dlgAddUnlinkedPAB=Y",0,0,0,1,0,0,0,"",0,"","","errVeilgroepDiff","stsPabAdded","","dc_vg_kweker,dc_vg_ais","","","NAI-S04-02, Scenario b: Grower auction group and AIS auction group do not match. (NAI-BUG-27259)"
880,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","0","%","%","%","0","%","dlgAddUnlinkedPAB=Y",0,0,1,1,0,0,0,"",0,"","","","stsPabAdded","","","","",""
890,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","1","%","1","%","%","%","2","%","%","%","0","%","dlgAddUnlinkedPAB=Y",0,0,0,0,0,0,0,"",0,"","","errVeilgroepDiff","","dlgSortValdtErr[Y|N]","invmix_train_diff_list,dc_vg_kweker,dc_vg_ais","","","NAI-S04-02, Scenario b: Grower auction group and AIS auction group do not match. / NAI-S05-02 - Scenario d: LDA employee scans PRN of a different sortation."
900,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","0","%","1","%","%","%","2","%","%","%","0","%","dlgAddUnlinkedPAB=Y",0,0,1,0,0,0,0,"",0,"","","","","dlgSortValdtErr[Y|N]","invmix_train_diff_list","","","NAI-S05-02 - Scenario d: LDA employee scans PRN of a different sortation."
910,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","%","%","%","0","%","dlgAddUnlinkedPAB=Y,dlgSortValdtErr=Y",0,0,0,1,0,0,0,"process usr rf exception where lodnum=@lodnum and acttyp='L' and prc_hldpfx=@wh_id and prc_hldnum='LOT.SORT' and prc_reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ=@dc_asset_typ and nottxt=''",0,"","","","stsSortValdtAddTrain","","","","","NAI-S05-02 - Scenario d: LDA employee scans PRN of a different sortation."
920,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","%","%","%","0","%","dlgAddUnlinkedPAB=Y,dlgSortValdtErr=N",0,0,0,1,1,0,0,"process usr rf exception where lodnum=@lodnum and acttyp='L' and prc_hldpfx=@wh_id and prc_hldnum='LOT.SORT' and prc_reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ=@dc_asset_typ and nottxt=''",0,"","","","stsSortValdtNewTrain","","","","","NAI-S05-02 - Scenario d: LDA employee scans PRN of a different sortation."
930,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","1","%","%","%","0","%","dlgAddUnlinkedPAB=Y",0,0,0,1,1,0,0,"process usr rf exception where lodnum=@lodnum and acttyp='L' and prc_hldpfx=@wh_id and prc_hldnum='LOT.SORT' and prc_reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ=@dc_asset_typ and nottxt=''",0,"","","stsInvmixTrainReq","","","invmix_train_diff_list","","","803579 - Required train mixing rules not matching."
940,"----","inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","0","",0,0,0,0,0,0,0,"",0,"","","","stsPabAlreadyAdded","","","","",""
945,"----","inv_attr_str8","%","0","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%",0,0,0,0,0,0,0,"",0,"","","errPabNoStoloc","","","","","","GFF-CFG-071 Additional check on inbound"
950,"----","lodnum","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","errLodnumNoStoloc","","","","","",""
960,"----","lodnum","%","1","%","%","1","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","stsExceptionUseDummyLoad","","","","","",""
970,"----","lodnum","%","1","%","%","%","%","%","%","%","*MULT*","%","%","%","%","%","%","1","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","errMultipleInvtyp","","","","USR_IDENTIFY_LOAD_EX","publish data where disable_back='1' and dvc_var_nam='hldpfx,hldnum,asset_typ,invtyp,nottxt' and dvc_ena_flg='0,0,1,1,0' and hldpfx=@@wh_id and hldnum='LOT.MULT'","NAI-S02-07, Scenario f: Different part families or ASN types with non linked PRNs on 1 physical load."
980,"----","lodnum","%","1","0","%","%","%","%","%","%","%","%","%","%","%","1","%","1","%","%","%","0","%","%","%","%","%","",0,0,1,1,0,0,0,"",0,"","","errVeilgroepDiff","stsPabStarted","","dc_vg_kweker,dc_vg_ais","","","NAI-S04-02, Scenario b: Grower auction group and AIS auction group do not match."
990,"----","lodnum","%","1","0","%","%","%","%","%","%","%","%","%","%","%","0","%","1","%","%","%","0","%","%","%","%","%","",0,0,1,1,0,0,0,"",0,"","","","stsPabStarted","","","","",""
1000,"----","lodnum","%","1","0","%","%","%","%","%","%","%","%","%","%","%","1","%","1","%","%","%","2","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","errVeilgroepDiff","","dlgSortValdtErr[Y|N]","invmix_train_diff_list,dc_vg_kweker,dc_vg_ais","","","NAI-S04-02, Scenario b: Grower auction group and AIS auction group do not match. / NAI-S05-02 - Scenario d: LDA employee scans PRN of a different sortation."
1010,"----","lodnum","%","1","0","%","%","%","%","%","%","%","%","%","%","%","0","%","1","%","%","%","2","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","","","dlgSortValdtErr[Y|N]","invmix_train_diff_list","","","NAI-S05-02 - Scenario d: LDA employee scans PRN of a different sortation."
1020,"----","lodnum","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","2","%","%","%","%","%","dlgSortValdtErr=Y",0,0,1,1,0,0,0,"process usr rf exception where lodnum=@lodnum and acttyp='L' and prc_hldpfx=@wh_id and prc_hldnum='LOT.SORT' and prc_reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ=@dc_asset_typ and nottxt=''",0,"","","","stsSortValdtAddTrain","","","","","NAI-S05-02 - Scenario d: LDA employee scans PRN of a different sortation."
1030,"----","lodnum","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","2","%","%","%","%","%","dlgSortValdtErr=N",0,0,1,1,1,0,0,"process usr rf exception where lodnum=@lodnum and acttyp='L' and prc_hldpfx=@wh_id and prc_hldnum='LOT.SORT' and prc_reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ=@dc_asset_typ and nottxt=''",0,"","","","stsSortValdtNewTrain","","","","","NAI-S05-02 - Scenario d: LDA employee scans PRN of a different sortation."
1040,"----","lodnum","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","1","%","%","%","%","%","",0,0,1,1,1,0,0,"process usr rf exception where lodnum=@lodnum and acttyp='L' and prc_hldpfx=@wh_id and prc_hldnum='LOT.SORT' and prc_reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ=@dc_asset_typ and nottxt=''",0,"","","stsInvmixTrainReq","","","invmix_train_diff_list","","","803579 - Required train mixing rules not matching."
1050,"----","lodnum","mask-stapelwagen","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","0","0","0","%","%","%","%","%","0","%","",0,0,0,0,0,0,0,"",0,"","","","","dlgStwAlreadyInUseReplaceExisting[Y|N]","","","","NAI-S04-06, Scenario k: Load already digitally in use."
1060,"----","lodnum","mask-stapelwagen","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","0","0","0","%","%","%","%","%","0","%","dlgStwAlreadyInUseReplaceExisting=Y",0,0,0,0,0,0,0,"hide usr stack where exclude_variables='wh_id,lodnum,dc_invtyp'|{process usr rf exception where lodnum=@lodnum and acttyp='L' and prc_hldpfx=@wh_id and prc_hldnum='CARR.USED' and prc_reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ='1' and nottxt='';process usr rf stapelwagen in use where lodnum=@lodnum}",1,"2","clear usr rf device context where clear_type='all_except_stoloc'","stsStwAlreadyInUseReplaced","","","","","","NAI-S04-06, Scenario k: Load already digitally in use."
1070,"----","lodnum","mask-stapelwagen","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","0","0","0","%","%","%","%","%","0","%","dlgStwAlreadyInUseReplaceExisting=N",0,0,0,0,0,0,0,"",0,"","","stsStwAlreadyInUseNotReplaced","","","","","","NAI-S04-06, Scenario k: Load already digitally in use."
1080,"----","lodnum","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","0","%","%","%","%","%","%","%","0","%","",0,0,0,0,0,0,0,"",0,"","","","stsLodnumAlreadyReceived","","","","",""
1090,"----","lodnum","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","0","%","%","%","0","%","",0,0,0,1,0,0,0,"",0,"","","","stsPabAdded","","","","",""
1100,"----","lodnum","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","2","%","%","%","0","%","",0,0,0,0,0,0,0,"",0,"","","","","dlgSortValdtErr[Y|N]","invmix_train_diff_list","","","NAI-S05-02 - Scenario d: LDA employee scans PRN of a different sortation."
1110,"----","lodnum","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","%","%","%","0","%","dlgSortValdtErr=Y",0,0,0,1,0,0,0,"process usr rf exception where lodnum=@lodnum and acttyp='L' and prc_hldpfx=@wh_id and prc_hldnum='LOT.SORT' and prc_reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ=@dc_asset_typ and nottxt=''",0,"","","","stsSortValdtAddTrain","","","","","NAI-S05-02 - Scenario d: LDA employee scans PRN of a different sortation."
1120,"----","lodnum","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","%","%","%","0","%","dlgSortValdtErr=N",0,0,0,1,1,0,0,"process usr rf exception where lodnum=@lodnum and acttyp='L' and prc_hldpfx=@wh_id and prc_hldnum='LOT.SORT' and prc_reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ=@dc_asset_typ and nottxt=''",0,"","","","stsSortValdtNewTrain","","","","","NAI-S05-02 - Scenario d: LDA employee scans PRN of a different sortation."
1130,"----","lodnum","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","1","%","%","%","0","%","",0,0,0,1,1,0,0,"process usr rf exception where lodnum=@lodnum and acttyp='L' and prc_hldpfx=@wh_id and prc_hldnum='LOT.SORT' and prc_reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ=@dc_asset_typ and nottxt=''",0,"","","stsInvmixTrainReq","","","invmix_train_diff_list","","","803579 - Required train mixing rules not matching."
1140,"----","lodnum","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","%","%","%","1","0","",0,0,0,0,0,0,0,"",0,"","","","stsPabAlreadyAdded","","","","",""
1150,"----","lodnum","%","1","1","%","0","%","%","%","%","30","%","%","%","%","%","%","1","%","%","%","%","%","%","%","1","1","",0,0,0,0,0,1,0,"",1,"2","clear usr rf device context where clear_type='all_except_stoloc'","","stsPabFinished","","","","","Danish cart received fulfilment - allocate location."
1160,"----","lodnum","%","1","1","%","0","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","%","%","%","1","1","",0,0,0,0,0,0,0,"",1,"2","clear usr rf device context where clear_type='all_except_stoloc'","","stsPabFinished","","","","","Danish cart received."
1170,"----","lodnum","%","%","0","%","0","%","%","%","%","%","%","%","%","%","%","%","0","0","0","%","%","%","%","%","%","%","",0,0,1,0,0,0,0,"",0,"","","","","dlgLodnumNoRcvlocInvtyp[1|2]","identifier,lodnum,stoloc","","","NAI-S03-03, Scenario i: The LDA employee scans to a trolley the barcode of a PRN which is in use and not on a receiving location. / NAI-S03-03, Scenario j: The LDA employee scans to a Danish cart the barcode of a PRN which is in use and not on a receiving location."
1180,"----","lodnum","%","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","0","0","0","%","%","%","%","%","%","%","dlgLodnumNoRcvlocInvtyp=1",0,0,0,0,0,0,0,"",0,"","","","","","identifier,lodnum,stoloc","USR_IDENTIFY_LOAD_EX","publish data where disable_back='1' and dvc_var_nam='hldpfx,hldnum,asset_typ,invtyp,nottxt' and dvc_ena_flg='0,0,0,0,0' and hldpfx=@@wh_id and hldnum='NOTE.USED' and invtyp='10'","NAI-S03-03, Scenario i: The LDA employee scans to a trolley the barcode of a PRN which is in use and not on a receiving location. / NAI-S03-03, Scenario j: The LDA employee scans to a Danish cart the barcode of a PRN which is in use and not on a receiving location."
1190,"----","lodnum","%","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","0","0","0","%","%","%","%","%","%","%","dlgLodnumNoRcvlocInvtyp=2",0,0,0,0,0,0,0,"",0,"","","","","","identifier,lodnum,stoloc","USR_IDENTIFY_LOAD_EX","publish data where disable_back='1' and dvc_var_nam='hldpfx,hldnum,asset_typ,invtyp,nottxt' and dvc_ena_flg='0,0,0,0,0' and hldpfx=@@wh_id and hldnum='NOTE.USED' and invtyp='20'","NAI-S03-03, Scenario i: The LDA employee scans to a trolley the barcode of a PRN which is in use and not on a receiving location. / NAI-S03-03, Scenario j: The LDA employee scans to a Danish cart the barcode of a PRN which is in use and not on a receiving location."
1200,"----","lodnum","%","%","%","%","1","NOTE.USED","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","errLodnumUsedUseDummyLoad","","","","","","NAI-S03-03, Scenario f: The LDA employee scans to a trolley the barcode of a PRN which is in use and on a receiving location. / NAI-S03-03, Scenario g: The LDA employee scans to a Danish cart the barcode of a PRN which is in use and on a receiving location."
1210,"----","lodnum","%","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","%","0","%","%","",0,0,0,0,0,0,0,"",0,"","","","","dlgExistingLodnumOptions[1|2|3|4]","identifier,lodnum,stoloc","","","NAI-S01-05, Scenario a: LDA employee continues working after interrupting work en confirms the receiving location by scanning the last received PRN."
1220,"----","lodnum","%","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","%","0","%","%","dlgExistingLodnumOptions=1",1,0,0,0,0,0,0,"",0,"","if(@stoloc!=@rf_curstoloc and @rf_curstoloc!=''){close usr train where wh_id=@wh_id and devcod=@devcod and stoloc=@rf_curstoloc and close_type = 'location'}; ","","stsLodnumStolocUsed","","identifier,lodnum,stoloc","","","NAI-S01-05, Scenario a: LDA employee continues working after interrupting work en confirms the receiving location by scanning the last received PRN."
1230,"----","lodnum","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","dlgExistingLodnumOptions=2",0,0,0,0,0,0,0,"",0,"","","errDstLocIsRequired","","","identifier","","","No location scanned."
1240,"----","lodnum","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","0","%","%","dlgExistingLodnumOptions=2",0,1,1,1,0,0,0,"",0,"","","","stsLodnumAddToLodnumUsed","","identifier,lodnum,stoloc","","",""
1250,"----","lodnum","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","dlgExistingLodnumOptions=3",0,0,0,0,0,0,0,"",0,"","","errDstLocIsRequired","","","identifier","","","No location scanned."
1260,"----","lodnum","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","0","%","%","dlgExistingLodnumOptions=3",0,0,1,0,0,0,0,"",0,"","","","","dlgLodnumInvtyp[1|2]","identifier,lodnum,stoloc","","",""
1270,"----","lodnum","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","0","%","%","dlgExistingLodnumOptions=3,dlgLodnumInvtyp=1",0,0,0,0,0,0,0,"",0,"","","","","","identifier,lodnum,stoloc","USR_IDENTIFY_LOAD_EX","publish data where disable_back='1' and dvc_var_nam='hldpfx,hldnum,asset_typ,invtyp,nottxt' and dvc_ena_flg='0,0,0,0,0' and hldpfx=@@wh_id and hldnum='NOTE.USED' and invtyp='10'","NAI-S03-03, Scenario f: The LDA employee scans to a trolley the barcode of a PRN which is in use and on a receiving location. / NAI-S03-03, Scenario g: The LDA employee scans to a Danish cart the barcode of a PRN which is in use and on a receiving location."
1280,"----","lodnum","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","0","%","%","dlgExistingLodnumOptions=3,dlgLodnumInvtyp=2",0,0,0,0,0,0,0,"",0,"","","","","","identifier,lodnum,stoloc","USR_IDENTIFY_LOAD_EX","publish data where disable_back='1' and dvc_var_nam='hldpfx,hldnum,asset_typ,invtyp,nottxt' and dvc_ena_flg='0,0,0,0,0' and hldpfx=@@wh_id and hldnum='NOTE.USED' and invtyp='20'","NAI-S03-03, Scenario f: The LDA employee scans to a trolley the barcode of a PRN which is in use and on a receiving location. / NAI-S03-03, Scenario g: The LDA employee scans to a Danish cart the barcode of a PRN which is in use and on a receiving location."
1290,"----","lodnum","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","dlgExistingLodnumOptions=4",0,0,0,0,0,0,0,"",0,"","","","","","","","",""
1300,"----","lodnum","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","1","%","%","",0,0,0,0,0,0,0,"",0,"","","","","dlgExistingLodnumStolocOptions[2|3|4]","identifier,lodnum,stoloc","","",""
1310,"----","lodnum","mask-stapelwagen","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","1","%","%","dlgExistingLodnumStolocOptions=2",1,1,1,1,0,0,0,"",0,"","","","stsLodnumAddToLodnumUsed","","identifier,lodnum,stoloc","","",""
1311,"----","lodnum","mask-inv_attr_str8","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","1","%","%","dlgExistingLodnumStolocOptions=2",1,1,0,1,0,0,0,"",0,"","","","stsLodnumAddToLodnumUsed","","identifier,lodnum,stoloc","","",""
1320,"----","lodnum","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","1","%","%","dlgExistingLodnumStolocOptions=3",0,0,0,0,0,0,0,"",0,"","","","","dlgLodnumInvtyp[1|2]","identifier,lodnum,stoloc","","",""
1330,"----","lodnum","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","1","%","%","dlgExistingLodnumStolocOptions=4",0,0,0,0,0,0,0,"",0,"","","","","","","","",""
1340,"----","lodnum","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","1","%","%","dlgExistingLodnumStolocOptions=3,dlgLodnumInvtyp=1",0,0,0,0,0,0,0,"",0,"","","","","","identifier,lodnum,stoloc","USR_IDENTIFY_LOAD_EX","publish data where disable_back='1' and dvc_var_nam='hldpfx,hldnum,asset_typ,invtyp,nottxt' and dvc_ena_flg='0,0,1,0,0' and hldpfx=@@wh_id and hldnum='NOTE.USED' and invtyp='10'","NAI-S03-03, Scenario f: The LDA employee scans to a trolley the barcode of a PRN which is in use and on a receiving location. / NAI-S03-03, Scenario g: The LDA employee scans to a Danish cart the barcode of a PRN which is in use and on a receiving location."
1350,"----","lodnum","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","%","%","%","1","%","%","dlgExistingLodnumStolocOptions=3,dlgLodnumInvtyp=2",0,0,0,0,0,0,0,"",0,"","","","","","identifier,lodnum,stoloc","USR_IDENTIFY_LOAD_EX","publish data where disable_back='1' and dvc_var_nam='hldpfx,hldnum,asset_typ,invtyp,nottxt' and dvc_ena_flg='0,0,1,0,0' and hldpfx=@@wh_id and hldnum='NOTE.USED' and invtyp='20'","NAI-S03-03, Scenario f: The LDA employee scans to a trolley the barcode of a PRN which is in use and on a receiving location. / NAI-S03-03, Scenario g: The LDA employee scans to a Danish cart the barcode of a PRN which is in use and on a receiving location."
