arc_nam,seqnum,srtseq,arc_table,list_cmd,post_arc_cmd,action_on_dup
"RCVTRK-WRKORDER-CLSD",1,1,"RCVINV","if (dbtype = 'ORACLE') { [SELECT rcvinv.*,rcvinv.rowid from rcvinv JOIN wkohdr ON rcvinv.trknum = wkohdr.wkonum and rcvinv.wh_id = wkohdr.wh_id and wkohdr.client_id = rcvinv.client_id where wkohdr.wkosts='C' and wkohdr.clsdte < sysdate - /*=moca_util.days(*/ 30/*=)*/] } else { [SELECT rcvinv.* from rcvinv JOIN wkohdr ON rcvinv.trknum = wkohdr.wkonum and rcvinv.wh_id = wkohdr.wh_id and wkohdr.client_id = rcvinv.client_id where wkohdr.wkosts='C' and wkohdr.clsdte < sysdate - /*=moca_util.days(*/ 30/*=)*/] }","","I"
"RCVTRK-WRKORDER-CLSD",2,2,"RCVLIN","if (dbtype = 'ORACLE') { [SELECT rcvlin.*,rcvlin.rowid from rcvlin JOIN wkohdr ON rcvlin.trknum = wkohdr.wkonum and rcvlin.wh_id = wkohdr.wh_id and wkohdr.client_id = rcvlin.client_id where wkohdr.wkosts='C' and wkohdr.clsdte < sysdate - /*=moca_util.days(*/ 30/*=)*/] } else { [SELECT rcvlin.* from rcvlin JOIN wkohdr ON rcvlin.trknum = wkohdr.wkonum and rcvlin.wh_id = wkohdr.wh_id and wkohdr.client_id = rcvlin.client_id where wkohdr.wkosts='C' and wkohdr.clsdte < sysdate - /*=moca_util.days(*/ 30/*=)*/] }","","I"
"RCVTRK-WRKORDER-CLSD",3,3,"RCV_ASSET","if (dbtype = 'ORACLE') { [select rcv_asset.*, rcv_asset.rowid from rcv_asset where trknum = @trknum and wh_id = @wh_id ] } else { [select rcv_asset.* from rcv_asset where trknum = @trknum and wh_id = @wh_id] }","","I"
"RETURNSPROCOPR-ARCHIVE",1,1,"retdtl","if (dbtype = 'ORACLE') {[select retdtl.rowid, retdtl.* from retdtl where rmanum = @rmanum]} else {[select retdtl.* from retdtl where rmanum = @rmanum]}","","I"
"STDPRD-BILL-OF-MATERIALS",1,1,"BOMHDR_INS","if (dbtype = 'ORACLE') { [select bomhdr_ins.rowid, bomhdr_ins.* from bomhdr_ins where bomhdr_ins.bomnum = @bomnum and bomhdr_ins.client_id = @client_id and bomhdr_ins.wh_id = @wh_id] } else { [select bomhdr_ins.* from bomhdr_ins where bomhdr_ins.bomnum = @bomnum and bomhdr_ins.client_id = @client_id and bomhdr_ins.wh_id = @wh_id] }","","I"
"STDPRD-BILL-OF-MATERIALS",2,2,"BOMDTL","if (dbtype = 'ORACLE') { [select bomdtl.rowid, bomdtl.* from bomdtl where bomdtl.bomnum = @bomnum and bomdtl.client_id = @client_id and bomdtl.wh_id = @wh_id] } else { [select bomdtl.* from bomdtl where bomdtl.bomnum = @bomnum and bomdtl.client_id = @client_id and bomdtl.wh_id = @wh_id] } ","","I"
"STDPRD-BILL-OF-MATERIALS",3,3,"BOMDTL_INS","if (dbtype = 'ORACLE') { [select bomdtl_ins.rowid, bomdtl_ins.* from bomdtl_ins where bomdtl_ins.bomnum = @bomnum and bomdtl_ins.client_id = @client_id and bomdtl_ins.wh_id = @wh_id] } else { [select bomdtl_ins.* from bomdtl_ins where bomdtl_ins.bomnum = @bomnum and bomdtl_ins.client_id = @client_id and bomdtl_ins.wh_id = @wh_id] } ","","I"
"STDPRD-CANCELLED-COUNTS",1,1,"CNTWRK","if (dbtype = 'ORACLE') { [select cntwrk.*, cntwrk.rowid from cntwrk where cntbat = @cntbat and wh_id =@wh_id and cntsts = 'N'] } else { [select cntwrk.* from cntwrk where cntbat = @cntbat and wh_id =@wh_id and cntsts = 'N'] } ","","I"
"STDPRD-CARRIERS",0,0,"CARDTL","if (dbtype = 'ORACLE') { [select cardtl.rowid, cardtl.* from cardtl where cardtl.carcod = @carcod] } else { [select cardtl.* from cardtl where cardtl.carcod = @carcod] }","","R"
"STDPRD-CARRIERS",1,1,"CARDTL","if (dbtype = 'ORACLE') { [select cardtl.rowid, cardtl.* from cardtl where cardtl.carcod = @carcod] } else { [select cardtl.* from cardtl where cardtl.carcod = @carcod] }","","I"
"STDPRD-CARRIERS",2,2,"CARMTX_HDR","if (dbtype = 'ORACLE') { [select carmtx_hdr.rowid, carmtx_hdr.* from carmtx_hdr where carmtx_hdr.carcod = @carcod] } else { [select carmtx_hdr.* from carmtx_hdr where carmtx_hdr.carcod = @carcod] }","","I"
"STDPRD-CARRIERS",3,3,"CARMTX_DTL","if (dbtype = 'ORACLE') { [select carmtx_dtl.rowid, carmtx_dtl.* from carmtx_hdr, carmtx_dtl where carmtx_dtl.carmtx_id = carmtx_hdr.carmtx_id and carmtx_hdr.carcod = @carcod] } else { [select carmtx_dtl.* from carmtx_hdr, carmtx_dtl where carmtx_dtl.carmtx_id = carmtx_hdr.carmtx_id and carmtx_hdr.carcod = @carcod] }","","I"
"STDPRD-CARRIERS",4,4,"CARXRF","if (dbtype = 'ORACLE') { [select carxrf.rowid, carxrf.* from carxrf where carxrf.carcod = @carcod] } else { [select carxrf.* from carxrf where carxrf.carcod = @carcod] }","","I"
"STDPRD-COMMODITY",1,1,"COM_EQUIP","if (dbtype = 'ORACLE') { [select com_equip.rowid, com_equip.* from com_equip where com_equip.comcod = @comcod] } else { [select com_equip.* from com_equip where com_equip.comcod = @comcod] }","","R"
"STDPRD-CUSTOMERS",1,1,"CSTPRQ","if (dbtype = 'ORACLE') { [select cstprq.rowid, cstprq.* from cstprq where cstprq.cstnum = @cstnum] } else { [select cstprq.* from cstprq where cstprq.cstnum = @cstnum] }","","I"
"STDPRD-DSPTCHED-ORPHAN-TRLRS",1,1,"LOCMST","if (dbtype = 'ORACLE') { if (@trlr_cod = 'RCV') { [select locmst.*, locmst.rowid from rcvtrk, locmst where locmst.stoloc = rcvtrk.trknum and locmst.wh_id = rcvtrk.wh_id and rcvtrk.trlr_id = @trlr_id and rcvtrk.wh_id = @wh_id] } else { [select locmst.*, locmst.rowid from locmst where locmst.stoloc = @trlr_id and locmst.wh_id = @wh_id] } } else { if (@trlr_cod = 'RCV') { [select locmst.* from locmst, rcvtrk where locmst.stoloc = rcvtrk.trknum and locmst.wh_id = rcvtrk.wh_id and rcvtrk.trlr_id = @trlr_id and rcvtrk.wh_id = @wh_id] } else { [select locmst.* from locmst where locmst.stoloc = @trlr_id and locmst.wh_id = @wh_id] } } ","","I"
"STDPRD-DSPTCHED-ORPHAN-TRLRS",2,2,"RCVTRK","if (dbtype = 'ORACLE') { if (@trlr_cod = 'RCV') { [select rcvtrk.*, rcvtrk.rowid from rcvtrk where rcvtrk.trlr_id = @trlr_id and rcvtrk.wh_id = @wh_id] } } else { if (@trlr_cod = 'RCV') { [select rcvtrk.* from rcvtrk where rcvtrk.trlr_id = @trlr_id and rcvtrk.wh_id = @wh_id] } } ","","I"
"STDPRD-DSPTCHED-ORPHAN-TRLRS",3,3,"TRLR_NOTE","if (dbtype = 'ORACLE') { [select trlr_note.rowid, trlr_note.* from trlr_note where trlr_note.trlr_id = @trlr_id] } else { [select trlr_note.* from trlr_note where trlr_note.trlr_id = @trlr_id] }","","I"
"STDPRD-DSPTCHED-ORPHAN-TRLRS",4,4,"POWERUNIT","if (dbtype = 'ORACLE') { [select powerunit.rowid, powerunit.* from powerunit, trlr where trlr.powerunit_id = powerunit.powerunit_id and powerunit_sts = 'D' and trlr.trlr_id = @trlr_id] } else { [select powerunit.* from powerunit, trlr where trlr.powerunit_id = powerunit.powerunit_id and powerunit_sts = 'D' and trlr.trlr_id = @trlr_id] }","","I"
"STDPRD-EXCP_HRS_SET",1,1,"EXCP_HRS","if (dbtype = 'ORACLE') { [select excp_hrs.rowid, excp_hrs.* from excp_hrs where excp_hrs.excp_hrs_set_id = @excp_hrs_set_id] } else { [select excp_hrs.* from excp_hrs where excp_hrs.excp_hrs_set_id = @excp_hrs_set_id] }","","R"
"STDPRD-EXCP_HRS_SET",2,2,"DSCMST","if (dbtype = 'ORACLE') { [select dscmst.rowid, dscmst.* from dscmst where dscmst.colnam = 'excp_hrs_set_nam' and dscmst.colval = @excp_hrs_set_nam] } else { [select dscmst.* from dscmst where dscmst.colnam = 'excp_hrs_set_nam' and dscmst.colval = @excp_hrs_set_nam] }","","R"
"STDPRD-FOOTPRINTS",1,1,"PRTFTP_DTL","if (dbtype = 'ORACLE') { [select prtftp_dtl.rowid, prtftp_dtl.* from prtftp_dtl where ftpcod = @ftpcod and prt_client_id = @prt_client_id and wh_id = @wh_id and prtnum = @prtnum] } else { [select prtftp_dtl.* from prtftp_dtl where ftpcod = @ftpcod and prt_client_id = @prt_client_id and wh_id = @wh_id and prtnum = @prtnum] }","","R"
"STDPRD-GEODATA",1,1,"state_mst","if (dbtype = 'ORACLE') { [select state_mst.rowid, state_mst.* from state_mst where state_mst.ctry_name = @ctry_name] } else { [select state_mst.* from state_mst where state_mst.ctry_name = @ctry_name] }","","R"
"STDPRD-GEODATA",2,2,"cty_psz","if (dbtype = 'ORACLE') { [select cty_psz.rowid, cty_psz.* from cty_psz where cty_psz.ctry_name = @ctry_name and cust_lvl > 0] } else { [select cty_psz.* from cty_psz where cty_psz.ctry_name = @ctry_name and cust_lvl > 0] }","","R"
"STDPRD-HRS_OPR_SET",1,1,"HRS_OPR","if (dbtype = 'ORACLE') { [select hrs_opr.rowid, hrs_opr.* from hrs_opr where hrs_opr.hrs_opr_set_id = @hrs_opr_set_id] } else { [select hrs_opr.* from hrs_opr where hrs_opr.hrs_opr_set_id = @hrs_opr_set_id] }","","R"
"STDPRD-HRS_OPR_SET",2,2,"DSCMST","if (dbtype = 'ORACLE') { [select dscmst.rowid, dscmst.* from dscmst where dscmst.colnam = 'hrs_opr_set_nam' and dscmst.colval = @hrs_opr_set_nam] } else { [select dscmst.* from dscmst where dscmst.colnam = 'hrs_opr_set_nam' and dscmst.colval = @hrs_opr_set_nam] }","","R"
"STDPRD-PARTS",1,1,"PRTDSC","if (dbtype = 'ORACLE') { [select prtdsc.rowid, prtdsc.* from prtdsc where prtdsc.colnam = 'prtnum|prt_client_id|wh_id_tmpl' and prtdsc.colval = @prtnum || '|' || @prt_client_id||'|'||@wh_id_tmpl] } else { [select prtdsc.* from prtdsc where prtdsc.colnam = 'prtnum|prt_client_id|wh_id_tmpl' and prtdsc.colval = @prtnum || '|' || @prt_client_id||'|'||@wh_id_tmpl] }","","I"
"STDPRD-PARTS",2,2,"PRTINS","if (dbtype = 'ORACLE') { [select prtins.rowid, prtins.* from prtins where prtins.prtnum = @prtnum and prtins.prt_client_id = @prt_client_id] } else { [select prtins.* from prtins where prtins.prtnum = @prtnum and prtins.prt_client_id = @prt_client_id] }","","I"
"STDPRD-PARTS",3,3,"ALT_PRTMST","if (dbtype = 'ORACLE') { [select alt_prtmst.rowid, alt_prtmst.* from alt_prtmst where alt_prtmst.prtnum = @prtnum and alt_prtmst.prt_client_id =  @prt_client_id] } else { [select alt_prtmst.* from alt_prtmst where alt_prtmst.prtnum = @prtnum and alt_prtmst.prt_client_id =  @prt_client_id] }","","I"
"STDPRD-RIMSTS_CLSD",1,1,"RIMLIN","if (dbtype = 'ORACLE') { [select rimlin.rowid, rimlin.* from rimhdr, rimlin where rimhdr.rimsts = 'CLSD' and rimhdr.wh_id = rimlin.wh_id and rimhdr.invnum = rimlin.invnum and rimhdr.supnum = rimlin.supnum and rimhdr.client_id = rimlin.client_id and rimhdr.wh_id = @wh_id and rimhdr.client_id = @client_id and rimhdr.supnum = @supnum and rimhdr.invnum = @invnum] } else { [select rimlin.* from rimhdr, rimlin where rimhdr.rimsts = 'CLSD' and rimhdr.wh_id = rimlin.wh_id and rimhdr.invnum = rimlin.invnum and rimhdr.supnum = rimlin.supnum and rimhdr.client_id = rimlin.client_id and rimhdr.wh_id = @wh_id and rimhdr.client_id = @client_id and rimhdr.supnum = @supnum and rimhdr.invnum = @invnum] }","","I"
"STDPRD-SERVICE-INS-MST",1,1,"SERV_INS_ACTION","if (dbtype = 'ORACLE') { [select serv_ins_action.rowid, serv_ins_action.* from serv_ins_action where serv_ins_action.serv_ins_id = @serv_ins_id] } else { [select serv_ins_action.* from serv_ins_action where serv_ins_action.serv_ins_id = @serv_ins_id] }","","R"
"STDPRD-SERVICE-MST",1,1,"SERV_INS","if (dbtype = 'ORACLE') { [select serv_ins.rowid, serv_ins.* from serv_ins where serv_ins.serv_id = @serv_id] } else { [select serv_ins.* from serv_ins where serv_ins.serv_id = @serv_id] }","","R"
"STDPRD-SERVICE-RATE",1,1,"SERV_RATE_SMPL","if (dbtype = 'ORACLE') { [select serv_rate_smpl.rowid, serv_rate_smpl.* from serv_rate_smpl where serv_rate_smpl.serv_rate_id = @serv_rate_id] } else { [select serv_rate_smpl.* from serv_rate_smpl where serv_rate_smpl.serv_rate_id = @serv_rate_id] }","","R"
"STDPRD-TRAILER-LOAD",1,1,"TRLR_PLAN","if (dbtype = 'ORACLE') { [select trlr_plan.rowid, trlr_plan.* from trlr_plan where trlr_plan_id = @trlr_plan_id and wh_id = @wh_id] } else { [select trlr_plan.* from trlr_plan where trlr_plan_id = @trlr_plan_id and wh_id = @wh_id] }","","I"
"STDPRD-TRAILER-LOAD",2,2,"TRLR_PLAN_LINE","if (dbtype = 'ORACLE') { [select trlr_plan_line.rowid, trlr_plan_line.* from trlr_plan_line where trlr_plan_id = @trlr_plan_id and trlr_plan_line_id = @trlr_plan_line_id] } else { [select trlr_plan_line.* from trlr_plan_line where trlr_plan_id = @trlr_plan_id and trlr_plan_line_id = @trlr_plan_line_id] }","","I"
"USR-DEVICES",0,0,"RF_TERM_MST","[select * from rf_term_mst where devcod = @devcod]","","R"
"USR-DEVICES",1,1,"LOCMST","[select * from locmst where stoloc = @devcod]","","R"
"WCS-DISCREPANCY",1,1,"WCS_DISC_LPN","[select * from wcs_disc_lpn where hdr_id = @hdr_id]","","I"
"WCS-DISCREPANCY",2,2,"WCS_DISC_ATTR","[select lpn_id from wcs_disc_lpn where hdr_id = @hdr_id]|[select * from wcs_disc_attr where lpn_id = @lpn_id]","","I"
"WORK-ORDERS",1,1,"WKODTL","[select * from wkodtl where wkonum = @wkonum and client_id = @client_id and wkorev = @wkorev and wh_id = @wh_id]","","I"
"WORK-ORDERS",2,2,"WKOHDR_NOTE","[select * from wkohdr_note where wkonum = @wkonum and client_id = @client_id and wkorev = @wkorev and wh_id = @wh_id]","","I"
"WORK-ORDERS",3,3,"WKODTL_NOTE","[select * from wkodtl_note where wkonum = @wkonum and client_id = @client_id and wkorev = @wkorev and wh_id = @wh_id]","","I"
"WORK-ORDERS",4,4,"WKOHDR_INS","[select * from wkohdr_ins where @*]","","I"
"WORK-ORDERS",5,5,"WKODTL_INS","[select * from wkodtl_ins where @*]","","I"
"WORK-ORDERS",6,6,"PCKMOV","[select * from pckmov where exists (select 'x' from pckwrk_dtl where pckwrk_dtl.cmbcod = pckmov.cmbcod and wkonum = @wkonum and wkorev = @wkorev and client_id = @client_id and wh_id = @wh_id)]","","I"
"WORK-ORDERS",7,7,"PCKWRK_HDR","[ select pckwrk_hdr.* from pckwrk_hdr,pckwrk_dtl where  pckwrk_hdr.wrkref = pckwrk_dtl.wrkref and pckwrk_dtl.wkonum = @wkonum and pckwrk_dtl.wkorev = @wkorev and pckwrk_dtl.client_id = @client_id and pckwrk_dtl.wh_id = @wh_id]","","I"
"WORK-ORDERS",8,8,"CANPCK","[select * from canpck where wkonum = @wkonum and wkorev = @wkorev and client_id = @client_id and wh_id = @wh_id]","","I"
"WORK-ORDERS",9,9,"WKO_SETUP","[select * from wko_setup where wkonum = @wkonum and wkorev = @wkorev and client_id = @client_id and wh_id = @wh_id]","","I"
"WORK-ORDERS",10,10,"CMPHDR","[select * from cmphdr where wkonum = @wkonum and wkorev = @wkorev and client_id = @client_id and wh_id = @wh_id]","","I"
"WORK-ORDERS",11,11,"CMPDTL","[select d.* from cmpdtl d, cmphdr h where h.cmpkey = d.cmpkey and h.wkonum = @wkonum and h.wkorev = @wkorev and h.client_id = @client_id and h.wh_id = @wh_id]","","I"
"WORK-ORDERS",12,12,"INV_SER_NUM","[select isn.* from cmpdtl d, cmphdr h, inv_ser_num isn where h.cmpkey = d.cmpkey and (d.subnum = isn.invtid or d.dtlnum = isn.invtid)  and h.wkonum = @wkonum and h.wkorev = @wkorev and h.client_id = @client_id and h.wh_id = @wh_id]","","I"
"WORK-ORDERS",13,13,"PCKWRK_DTL","[ select pckwrk_dtl.* from pckwrk_dtl,pckwrk_hdr where  pckwrk_hdr.wrkref = pckwrk_dtl.wrkref and pckwrk_dtl.wkonum = @wkonum and pckwrk_dtl.wkorev = @wkorev and pckwrk_dtl.client_id = @client_id and pckwrk_dtl.wh_id = @wh_id]","","I"
