pol_id,polcod,polvar,polval,srtseq,alw_mult,alw_del,ena_flg,allw_ovrd_flg,grp_nam,is_purged
"SAL-SHIPPING-PRO-NUMBER-COMMAND-MAPPING","SAL-SHIPPING","PRO-NUMBER","COMMAND-MAPPING",0,1,0,0,0,"sal_data",0
"SECURITY_SIGNATURE_EXPIRATION_TIME","SYSTEM-SECURITY","USER-SECURITY","SIGNATURE_EXPIRATION_TIME",0,0,0,1,0,"mcs_policy",0
"SEND-DATA-FOR-UNMEASURED-USER","LABOR-MANAGEMENT-SYSTEM","CONFIGURATION","SEND-DATA-FOR-UNMEASURED-USER",0,0,0,1,1,"dcs_data",0
"SEND-WORKTYPE-ATTRIBUTES-DATA","LABOR-MANAGEMENT-SYSTEM","CONFIGURATION","SEND-WORKTYPE-ATTRIBUTES-DATA",0,0,0,1,1,"dcs_data",0
"SERVER-TYPE","SYSTEM-INFORMATION","SERVER","TYPE",0,0,0,1,0,"mcs_policy",0
"SHIPPING-CARTONIZATION-BREAK-ON","SHIPPING-CARTONIZATION","RELEASE-RULES","BREAK-ON",0,0,0,1,1,"dcs_data",0
"SHIPPING-CARTONIZATION-CARTON-LVL","SHIPPING-CARTONIZATION","CARTON-LVL","CARTON-LVL",0,0,0,1,1,"dcs_policy",0
"SHIPPING-CARTONIZATION-INSTALLED","SHIPPING-CARTONIZATION","INSTALLED","INSTALLED",0,0,0,1,1,"dcs_data",0
"SHIPPING-CARTONIZATION-ORDER-BY-COLUMNS","SHIPPING-CARTONIZATION","RELEASE-RULES","ORDER-BY-COLUMNS",0,0,0,1,1,"dcs_data",0
"SHIPPING-CARTONIZATION-RELEASE-BY-GROUPING","SHIPPING-CARTONIZATION","RELEASE-RULES","RELEASE-BY-GROUPING",0,0,0,1,1,"dcs_data",0
"SHIPPING-SHIPPED-LPN-ACROSS-WH","SHIPPING","MISCELLANEOUS","SHIPPED-LPN-ACROSS-WH",0,0,0,1,1,"dcs_data",0
"SHIPPING-SHIPPED-LPN-ACTIVITY-LEVEL-DETAIL","SHIPPING","MISCELLANEOUS","SHIPPED-LPN-ACTIVITY-LEVEL-DETAIL",0,0,0,1,1,"dcs_data",0
"SHIPPING-SHIPPED-LPN-ACTIVITY-LEVEL-LOAD","SHIPPING","MISCELLANEOUS","SHIPPED-LPN-ACTIVITY-LEVEL-LOAD",0,0,0,1,1,"dcs_data",0
"SHIPPING-SHIPPED-LPN-ACTIVITY-LEVEL-SUB","SHIPPING","MISCELLANEOUS","SHIPPED-LPN-ACTIVITY-LEVEL-SUB",0,0,0,1,1,"dcs_data",0
"SHIPPING-TRACTOR-REQUIRED-FOR-CHECKOUT","SHIPPING","MISCELLANEOUS","TRACTOR-REQUIRED-FOR-CHECKOUT",0,0,0,1,1,"dcs_data",0
"SHIP-PLAN-SHOW-RESULTS-FORM","SHIPMENT-PLANNING","MISCELLANEOUS","SHOW-SHIPMENT-SUMMARY",0,0,0,1,1,"dcs_data",0
"SHIP-STAGING-MOV-ZONE-EXCLUSIONS","SHPDCKOPR","MISCELLANEOUS","SHIP-STAGING-MOV-ZONE-EXCLUSIONS",0,1,1,1,1,"dcs_data",0
"SHIP-STAGING-MOV-ZONES","SHPDCKOPR","MISCELLANEOUS","SHIP-STAGING-MOV-ZONES",0,1,1,1,1,"dcs_data",0
"SHPADJOPR-STORAGE-ZONES","SHPADJOPR","MISCELLANEOUS","STORAGE-ZONES",0,1,1,1,1,"dcs_data",0
"SLOT-INSTALLED","SLOTTING-SYSTEM","INSTALLED","INSTALLED",0,0,0,1,1,"dcs_data",0
"SLOT-REMOTE-MOCA-INFORMATION","SLOTTING-SYSTEM","CONFIGURATION","REMOTE-MOCA-INFORMATION",0,0,1,1,1,"dcs_data",0
"SLOTTING-GROUP-RPLWRK-BY","REPLENISHMENT","MISCELLANEOUS","SLOTTING-GROUP-RPLWRK-BY",0,0,0,1,1,"dcs_data",0
"SLOTTING-SLOT-ITEM-SYNC-ENABLED","SLOTTING","SLOT-ITEM-SYNC","ENABLED",0,0,0,1,1,"sal_data",0
"SLOTTING-SLOT-ITEM-SYNC-URL","SLOTTING","SLOT-ITEM-SYNC","URL",0,0,0,1,1,"sal_data",0
"SNG-PART-AREA-AUTO-COMPLETE","CYCLE-COUNTING","MISCELLANEOUS","AUTO-COMPLETE-IN-SNG-PART-AREA",0,0,0,1,1,"dcs_data",0
"STAGE-TRANSFER-LPN","STAGE-TRANSFER","PICK-METHOD","L",0,1,1,1,1,"dcs_data",0
"STOCK-TRANSFER-DETAIL","STOCK-TRANSFER","PICK-METHOD","D",0,1,1,1,1,"dcs_data",0
"STOCK-TRANSFER-LPN","STOCK-TRANSFER","PICK-METHOD","L",0,1,1,1,1,"dcs_data",0
"STOCK-TRANSFER-SUBLPN","STOCK-TRANSFER","PICK-METHOD","S",0,1,1,1,1,"dcs_data",0
"STOP-CONS-RULES","SHIPPING","MISCELLANEOUS","STOP-CONSOLIDATION-RULES",0,1,1,1,1,"dcs_data",0
"STORE-DEF-AREA-MIX-LOAD-PARM-INDIV","STORE-DEF-AREA","MIXED-LOAD-PARMS","STORE-INDIVIDUALLY-IF-NOT-SAME",0,0,0,1,1,"dcs_data",0
"STORE-DEF-AREA-MIX-LOAD-PARM-TOGETHER","STORE-DEF-AREA","MIXED-LOAD-PARMS","STORE-TOGETHER-IF-SAME",0,1,1,1,1,"dcs_data",0
"STORE-SUFFIX-PARMS-CHK-PCS","STORE-DEF-AREA","STORE-SUFFIX-PARMS","CHECK-FOR-PARTIAL-CASE",0,0,0,-1,1,"dcs_data",0
"STORE-SUFFIX-PARMS-FUL","STORE-DEF-AREA","STORE-SUFFIX-PARMS","FUL",0,0,0,1,1,"dcs_data",0
"STORE-SUFFIX-PARMS-HLF","STORE-DEF-AREA","STORE-SUFFIX-PARMS","HLF",0,0,0,1,1,"dcs_data",0
"STORE-SUFFIX-PARMS-HVY","STORE-DEF-AREA","STORE-SUFFIX-PARMS","HVY",0,0,0,1,1,"dcs_data",0
"SUBLOAD-IDENTIFIER","SHPADJOPR","MISCELLANEOUS","SUB-LOAD-IDENTIFIER",0,0,0,1,1,"dcs_data",0
"SUMMARIZE-PLAY-ON","INVADJOPR","MISCELLANEOUS","SUMMARIZE-PLAY-ON",0,1,1,1,1,"dcs_data",0
"SYS-INFO-DASH-SETTINGS","SYSTEM-INFORMATION","DASH","DASH-SETTINGS",0,0,0,1,0,"mcs_policy",0
"SYS-INFO-DEFAULT-AUDIO-THUMBNAIL","SYSTEM-INFORMATION","MEDIA","DEFAULT-AUDIO-THUMBNAIL",0,0,0,1,0,"mcs_policy",0
"SYS-INFO-DEFAULT-PDF-THUMBNAIL","SYSTEM-INFORMATION","MEDIA","DEFAULT-PDF-THUMBNAIL",0,0,0,1,0,"mcs_policy",0
"SYS-INFO-DEFAULT-TXT-THUMBNAIL","SYSTEM-INFORMATION","MEDIA","DEFAULT-TXT-THUMBNAIL",0,0,0,1,0,"mcs_policy",0
"SYS-INFO-DEFAULT-VIDEO-THUMBNAIL","SYSTEM-INFORMATION","MEDIA","DEFAULT-VIDEO-THUMBNAIL",0,0,0,1,0,"mcs_policy",0
"SYS-INFO-DEFAULT-WORD-THUMBNAIL","SYSTEM-INFORMATION","MEDIA","DEFAULT-WORD-THUMBNAIL",0,0,0,1,0,"mcs_policy",0
"SYS-INFO-DEFAULT-XSL-FILE","SYSTEM-INFORMATION","XSL","DEFAULT-XSL-FILES",0,0,0,1,0,"mcs_policy",0
"SYS-INFO-DEF-USER-ORDER","SYSTEM-INFORMATION","MISCELLANEOUS","DEFAULT-USER-ORDER",0,0,0,1,0,"mcs_policy",0
"SYS-INFO-MAX-DIRECTORY-FILES","SYSTEM-INFORMATION","MEDIA","MAX-DIRECTORY-FILES",0,0,0,1,0,"mcs_policy",0
"SYS-INFO-MEDIA-PATH","SYSTEM-INFORMATION","MEDIA","MEDIA-PATH",0,0,0,1,0,"mcs_policy",0
"SYS-INFO-SITE-CODE","SYSTEM-INFORMATION","MISCELLANEOUS","SITE-CODE",0,0,0,1,1,"dcs_data",0
"SYS-INFO-SIZE-IMAGE","SYSTEM-INFORMATION","MEDIA","SIZE-IMAGE",0,0,0,1,0,"mcs_policy",0
"SYS-INFO-SIZE-THUMBNAIL","SYSTEM-INFORMATION","MEDIA","SIZE-THUMBNAIL",0,0,0,1,0,"mcs_policy",0
"SYS-INFO-SIZE-VIDEO-AUDIO","SYSTEM-INFORMATION","MEDIA","SIZE-VIDEO-AUDIO",0,0,0,1,0,"mcs_policy",0
"SYS-INFO-SOURCE-SYSTEM","SYSTEM-INFORMATION","MISCELLANEOUS","SOURCE-SYSTEM",0,0,0,1,1,"dcs_data",0
"SYS-MU-AREA-DEFAULT","SYS-MU","AREA","DEFAULT",0,0,0,1,0,"mcs_policy",0
"SYS-MU-DISTANCE-DEFAULT","SYS-MU","DISTANCE","DEFAULT",0,0,0,1,0,"mcs_policy",0
"SYS-MU-LINEAR-DEFAULT","SYS-MU","LINEAR","DEFAULT",0,0,0,1,0,"mcs_policy",0
"SYS-MU-TEMPERATURE-DEFAULT","SYS-MU","TEMPERATURE","DEFAULT",0,0,0,1,0,"mcs_policy",0
"SYS-MU-VOLUMN-DEFAULT","SYS-MU","VOLUMN","DEFAULT",0,0,0,1,0,"mcs_policy",0
"SYS-MU-WEIGHT-DEFAULT","SYS-MU","MASS","DEFAULT",0,0,0,1,0,"mcs_policy",0
"SYSTEM-ALLOW-CARRIER-CHANGE","SHIPPING","MISCELLANEOUS","ALLOW-CARRIER-CHANGE",0,0,0,1,1,"dcs_data",0
"SYSTEM-CONNECTION-FAILURE","EMS","EVENTS","SYSTEM-CONNECTION-FAILURE",0,0,0,1,0,"ems_data",0
"TM-INSTALLED","TRANSPORTATION-MANAGEMENT","INSTALLED","INSTALLED",0,0,0,1,1,"dcs_data",0
"TM-MISC-CUBE-CONVERSION","TRANSPORTATION-MANAGEMENT","MISCELLANEOUS","CUBE-CONVERSION",0,0,0,1,1,"dcs_data",0
"TM-SYSTEM-SERVER-INFO","TRANSPORTATION-MANAGEMENT","SYSTEM","SERVER_INFO",0,0,0,1,1,"dcs_data",0
"UPDATE-FLAG-ENABLED","UPDATE-FLAG","NAMED-THREADPOOL","ENABLED",0,0,0,1,1,"dcs_data",0
"UPDATE-FLAG-PROBE-REPORTING-INTERVAL-IN-SECONDS","UPDATE-FLAG","NAMED-THREADPOOL","PROBE-REPORTING-INTERVAL-IN-SECONDS",0,0,0,1,1,"dcs_data",0
"UPDATE-FLAG-SIZE","UPDATE-FLAG","NAMED-THREADPOOL","SIZE",0,0,0,1,1,"dcs_data",0
"UPDATE-WORK-QUEUE-AUTOCOMMIT","UPDATE-WORK-QUEUE","NAMED-THREADPOOL","AUTOCOMMIT",0,0,0,1,1,"dcs_data",0
"UPDATE-WORK-QUEUE-BOOTSTRAP-MOCA-CONTEXT","UPDATE-WORK-QUEUE","NAMED-THREADPOOL","BOOTSTRAP-MOCA-CONTEXT",0,0,0,1,1,"dcs_data",0
"UPDATE-WORK-QUEUE-ENABLED","UPDATE-WORK-QUEUE","NAMED-THREADPOOL","ENABLED",0,0,0,1,1,"dcs_data",0
"UPDATE-WORK-QUEUE-PROBE-REPORTING-IN-SECONDS","UPDATE-WORK-QUEUE","NAMED-THREADPOOL","PROBE-REPORTING-INTERVAL-IN-SECONDS",0,0,0,1,1,"dcs_data",0
"UPDATE-WORK-QUEUE-SIZE","UPDATE-WORK-QUEUE","NAMED-THREADPOOL","SIZE",0,0,0,1,1,"dcs_data",0
"UP-LOCLSTACT-BOOTSTRAP-MOCA-CONTEXT","UP-LOCLSTACT","NAMED-THREADPOOL","BOOTSTRAP-MOCA-CONTEXT",0,0,0,1,1,"dcs_data",0
"UP-LOCLSTACT-ENABLED","UP-LOCLSTACT","NAMED-THREADPOOL","ENABLED",0,0,0,1,1,"dcs_data",0
"UP-LOCLSTACT-PROBE-REPORTING-INTERVAL-IN-SECONDS","UP-LOCLSTACT","NAMED-THREADPOOL","PROBE-REPORTING-INTERVAL-IN-SECONDS",0,0,0,1,1,"dcs_data",0
"UP-LOCLSTACT-SIZE","UP-LOCLSTACT","NAMED-THREADPOOL","SIZE",0,0,0,1,1,"dcs_data",0
"USER-DEF-1","LABOR-MANAGEMENT-SYSTEM","WM-WFM-INTEGRATION-USER-DEF-FIELDS","USER-DEF-1",0,0,0,1,1,"dcs_data",0
"USER-DEF-2","LABOR-MANAGEMENT-SYSTEM","WM-WFM-INTEGRATION-USER-DEF-FIELDS","USER-DEF-2",0,0,0,1,1,"dcs_data",0
"USER-DEF-3","LABOR-MANAGEMENT-SYSTEM","WM-WFM-INTEGRATION-USER-DEF-FIELDS","USER-DEF-3",0,0,0,1,1,"dcs_data",0
"USER-DEF-4","LABOR-MANAGEMENT-SYSTEM","WM-WFM-INTEGRATION-USER-DEF-FIELDS","USER-DEF-4",0,0,0,1,1,"dcs_data",0
"USER-DEF-5","LABOR-MANAGEMENT-SYSTEM","WM-WFM-INTEGRATION-USER-DEF-FIELDS","USER-DEF-5",0,0,0,1,1,"dcs_data",0
"USR-DASHBOARD-CRITICAL_STORAGE_PERCENTAGE-<s_zone>","USR-DASHBOARD","CRITICAL_STORAGE_PERCENTAGE","<sto_zone_cod>",0,1,1,1,1,"usr_data",0
"USR-DASHBOARD-DELIVERY-LOC_TYP","USR-DASHBOARD","DELIVERY","LOC_TYP",0,1,1,1,1,"usr_data",0
"USR-DASHBOARD-OUTBOUND-COMBINE_ZONES","USR-DASHBOARD","OUTBOUND","COMBINE_ZONES",0,1,1,1,1,"usr_data",0
"USR-DIRECTED-WORK-OPRCOD-ROLE-ID","USR-DIRECTED-WORK","OPRCOD","ROLE-ID",0,1,1,1,1,"usr_data",0
"USR-INVENTORY-MULTIPLE-LPN-HANDLING-SKIP_OPRCOD","USR-INVENTORY","MULTIPLE-LPN-HANDLING","SKIP_OPRCOD",0,1,1,1,1,"usr_data",0
"USR-INVENTORY-MULTIPLE-LPN-HANDLING-VEHICLETYPE","USR-INVENTORY","MULTIPLE-LPN-HANDLING","VEHICLETYPE",0,1,1,1,1,"usr_data",0
"USR-ORDER-VAS-NOTE-WORKFLOW-<NOTTYP>","USR-ORDER-VAS-NOTE","WORKFLOW","<NOTTYP>",0,0,1,1,1,"usr_data",0
"USR-PICKING-CUBING-MARK-FULL","USR-PICKING","CUBING","MARK-FULL",0,0,1,1,1,"usr_data",0
"USR-PICKING-CUBING-SPLIT-PERCENTAGE","USR-PICKING","CUBING","SPLIT-PERCENTAGE",0,0,1,1,1,"usr_data",0
"USR-PICKING-CUBING-SPLITTING-ENABLED","USR-PICKING","CUBING","SPLITTING-ENABLED",0,0,1,1,1,"usr_data",0
"USR-PICKING-PICK-RELEASE-AUTO-RELEASE-RULE-ASYNC","USR-PICKING","CUBING","AUTO-RELEASE-RULE-ASYNC",0,0,1,1,1,"usr_data",0
"USR-PICKING-WRKOPR-GROUP-LIST","USR-PICKING","WRKOPR-GROUP","LIST",0,1,1,1,1,"usr_data",0
"USR-PICKING-WRKOPR-GROUP-PALLETMOVE","USR-PICKING","WRKOPR-GROUP","PALLETMOVE",0,1,1,1,1,"usr_data",0
"USR-PICKING-WRKOPR-GROUP-PALLETPICK","USR-PICKING","WRKOPR-GROUP","PALLETPICK",0,1,1,1,1,"usr_data",0
"USR-PRODUCTION-DEFAULTS-ASSET-TYP","USR-PRODUCTION","DEFAULTS","ASSET-TYP",0,0,1,1,1,"usr_data",0
"USR-RF-FORM-ASSET_IDENTIFY-MASK_ASSET_TYP","USR-RF-FORM","ASSET_IDENTIFY","MASK_ASSET_TYP",0,1,1,1,1,"usr_data",0
"USR-RF-FORM-CONNECTED-WA-<hmewrkare>","USR-RF-FORM","CONNECTED-WA","<hmewrkare>",0,1,1,1,1,"usr_data",0
"USR-WORKORDER-COMP-VAS-NOTE-WORKFLOW-<NOTTYP>","USR-WORKORDER-COMP-VAS-NOTE","WORKFLOW","<NOTTYP>",0,0,1,1,1,"usr_data",0
"USR-WORKORDER-VAS-NOTE-WORKFLOW-<NOTTYP>","USR-WORKORDER-VAS-NOTE","WORKFLOW","<NOTTYP>",0,0,1,1,1,"usr_data",0
"UTILIZE-REMQTY-FOR-PARTIAL-FULFILLMENT","REPLENISHMENT","MISCELLANEOUS","UTILIZE-REMQTY-FOR-PARTIAL-FULFILLMENT",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-ALLOW-CANCEL-PICK","VOICE","PICKING","ALLOW-CANCEL-PICK",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-ALLOW-DELIVER-EARLY","VOICE","PICKING","ALLOW-DELIVER-EARLY",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-ALLOW-MULTI-PAL-LIST","VOICE","PICKING","ALLOW-MULTI-PAL-LIST",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-ALLOW-REPICK-SKIPS","VOICE","PICKING","ALLOW-REPICK-SKIPS",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-ALLOW-SIGN-OFF","VOICE","PICKING","ALLOW-SIGN-OFF",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-ALLOW-SKIP-SLOT","VOICE","PICKING","ALLOW-SKIP-SLOT",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-ALWAYS-SPEAK-ITEM-DESCRIPTION","VOICE","PICKING","ALWAYS-SPEAK-ITEM-DESCRIPTION",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-AUTO-SKIP","VOICE","PICKING","ALLOW-AUTO-SKIP",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-CHECK-DIGIT-ROTATION","VOICE","PICKING","CHECK-DIGIT-ROTATION",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-CONFIRM-PASSWORD","VOICE","PICKING","CONFIRM-PASSWORD",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-DELIVER-AT-CLOSE-CONTAINER","VOICE","PICKING","DELIVER-AT-CLOSE-CONTAINER",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-DELIVER-INCOMPLETE-WORK-ASSIGNMENT","VOICE","PICKING","DELIVER-INCOMPLETE-WORK-ASSIGNMENT",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-DELIVER-PROMPT","VOICE","PICKING","DELIVER-PROMPT",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-DIRECTED-MULTIPLE-WORK-ASSIGNMENTS","VOICE","PICKING","DIRECTED-MULTIPLE-WORK-ASSIGNMENTS",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-FULL-VERIFY","VOICE","PICKING","FULL-VERIFY",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-GENERATE-CHKDGT-LBL-VERIFICATION","VOICE","PICKING","GENERATE-CHKDGT-LBL-VERIFICATION",0,0,0,0,1,"dcs_data",0
"VOICE-PICKING-IDLE-WORK-CLEANUP-INTERVAL-IN-MIN","VOICE","PICKING","IDLE-WORK-CLEANUP-INTERVAL-IN-MINUTES",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-INSTALLED","VOICE","PICKING","INSTALLED",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-LABEL-PRINT","VOICE","PICKING","LABEL-PRINT",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-LIST-PICKING-CARTON-POSITIONS","VOICE","PICKING","LIST-PICKING-CARTON-POSITIONS",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-PASS-ASSIGNMENT-UNASSIGN-WORK","VOICE","PICKING","PASS-ASSIGNMENT-UNASSIGN-WORK",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-PICK-BATCHING-INCOM-PROC-RETRY-LIMIT","VOICE","PICKING","INCOMPLETE-PROC-RETRY-LIMIT",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-PICK-BATCHING-MAX-PICKS-TO-DEVICE","VOICE","PICKING","MAX-PICKS-TO-DEVICE",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-PICKED-MSG-FORMAT","VOICE","PICKING","PICKED-MSG-FORMAT",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-PICK-PROMPT","VOICE","PICKING","PICK-PROMPT",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-PROMPT-SIGNOFF-EOD","VOICE","PICKING","PROMPT-SIGNOFF-EOD",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-PROMPT-START-LOCATION","VOICE","PICKING","PROMPT-START-LOCATION",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-RESUME-LIST-PICK-MESSAGE-OVERRIDE","VOICE","PICKING","RESUME-LIST-PICK-MESSAGE-OVERRIDE",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-REVIEW-CATCH-WEIGHT","VOICE","PICKING","REVIEW-CATCH-WEIGHT",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-SECURE-VOICE-ENABLE","VOICE","PICKING","SECURE-VOICE-ENABLE",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-SEND-ONLY-AVAILABLE-QUANTITY","VOICE","PICKING","SEND-ONLY-AVAILABLE-QUANTITY",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-SHORTEN-LPN-LIMIT","VOICE","PICKING","SHORTEN-LPN-LIMIT",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-SIGNOFF-UNASSIGN-WORK","VOICE","PICKING","SIGNOFF-UNASSIGN-WORK",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-SIMPLE-PUT-VERIFICATION","VOICE","PICKING","SIMPLE-PUT-VERIFICATION",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-SIMPLE-PUT-VERIFICATION-LIST","VOICE","PICKING","SIMPLE-PUT-VERIFICATION-LIST",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-SPEAK-GOAL-TIME","VOICE","PICKING","SPEAK-GOAL-TIME",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-SPEAK-PREVIOUS-PERFORMANCE","VOICE","PICKING","SPEAK-PREVIOUS-PERFORMANCE",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-SUMMARY-PROMPT-TYPE","VOICE","PICKING","SUMMARY-PROMPT-TYPE",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-SYSTEM-GENERATE-CARTON-NUMBER","VOICE","PICKING","SYSTEM-GENERATE-CARTON-NUMBER",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-SYSTEM-GENERATED-TO-ID","VOICE","PICKING","SYSTEM-GENERATED-TO-ID",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-VALIDATION-SIZE","VOICE","PICKING","VALIDATION-SIZE",0,0,0,1,1,"dcs_data",0
"VOICE-PICKING-VERIFY-QUANTITY","VOICE","PICKING","VERIFY-QUANTITY",0,0,0,1,1,"dcs_data",0
"WAREHOUSE-MANAGEMENT-SYSTEM-INSTALLED","WM","INSTALLED","INSTALLED",0,0,0,1,1,"dcs_data",0
"WAVEOPR-REFRESH-TIMER","WAVEOPR","MISCELLANEOUS","REFRESH-TIMER-IN-SECONDS",0,0,0,1,1,"dcs_policy",0
"WEBUI-CONFIG-AREA-LANDING","SYSTEM-INFORMATION","CONFIG","AREA-LANDING",0,0,0,1,1,"dcs_policy",0
"WHO-CREATOR-PAGING","EMS","MISCELLANEOUS","WHO-CREATOR-PAGING",0,0,0,1,0,"ems_data",0
"WMD-INT-SYS-ID","SYSTEM-INFORMATION","INTEGRATION-SYS-ID","WMD",0,0,0,1,1,"dcs_data",0
"WORK-ASSIGNMENT-START-TIME","LABOR-MANAGEMENT-SYSTEM","CONFIGURATION","WORK-ASSIGNMENT-START-TIME",0,0,0,1,1,"dcs_data",0
"WORK-ORDER-BOM-QTY-ROUND-OFF","WORK-ORDER-PROCESSING","MISCELLANEOUS","WORK-ORDER-BOM-QTY-ROUND-OFF",0,0,0,1,1,"dcs_data",0
"WORK-ORDER-PROCESSING-DEFAULT","WORK-ORDER-PROCESSING","MISCELLANEOUS","DEFAULT-XDK-PROD-INV",0,0,0,1,1,"dcs_policy",0
"WORK-ORDER-PROCESSING-INSTALLED","WORK-ORDER-PROCESSING","INSTALLED","INSTALLED",0,0,0,1,1,"dcs_data",0
"WORK-ORDER-PROCESSING-MISC-AUTO-CREATE-WKO-SETUP","WORK-ORDER-PROCESSING","MISCELLANEOUS","AUTO-CREATE-WKO-SETUP",0,0,0,1,1,"dcs_data",0
"WORK-ORDER-PROCESSING-MISC-CREATE-INV-DEFAULTS","WORK-ORDER-PROCESSING","MISCELLANEOUS","CREATE-INV-DEFAULTS",0,0,0,1,0,"dcs_data",0
"WORK-ORDER-PROCESSING-MISC-RECEIVING-DEFAULTS","WORK-ORDER-PROCESSING","MISCELLANEOUS","RECEIVING-DEFAULTS",0,0,0,1,0,"dcs_data",0
